branch_id,category,total_revenue,transaction_count,avg_revenue_per_transaction,avg_price,avg_qty,latitude,longitude,district,peak_month,first_sale_date,last_sale_date,monthly_revenue,operational_days,daily_revenue,transactions_per_day,competitor_count,nearby_avg_revenue,district_avg_revenue,district_median_revenue,district_branch_count,district_avg_competition,district_encoded,category_encoded
4722,Seafood,1514000.4,2,757000.2,757000.2,1.0,-6.26555106,106.78319113,Kebayoran Lama,1,2024-01-12,2024-01-26,512068.5797333333,15,100933.36,0.13333333333333333,11,283745499.9931223,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,11
4722,Set Meals and Combos,150410895.4885,35,4297454.156814286,1340277.4288,1.9428571428571428,-6.26555106,106.78319113,Kebayoran Lama,3,2024-01-16,2024-03-31,50872307.31855489,76,1979090.730111842,0.4605263157894737,10,2415400724.4540014,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,12
4722,Snacks and Appetizers,373367884.935,312,1196691.9388942309,150105.5497275641,2.855769230769231,-6.26555106,106.78319113,Kebayoran Lama,1,2024-01-01,2024-03-31,126281315.74912667,91,4102943.7904945053,3.4285714285714284,11,9060716.44201603,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,13
4722,Tea and Beverages,19875332911.5475,1613,12321967.087134222,391723.4329773714,6.732176069435834,-6.26555106,106.78319113,Kebayoran Lama,3,2024-01-01,2024-03-31,6722279264.750066,91,218410251.77524725,17.725274725274726,14,4468803549.548022,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,15
4732,Alcoholic Beverages,43431.57,1,43431.57,43431.57,1.0,-6.24409159,106.78387253,Kebayoran Lama,3,2024-03-27,2024-03-27,14689.52212,1,43431.57,1.0,10,1267728767.8125923,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,0
4732,Bakery and Pastries,278798336.56,70,3982833.3794285716,374513.9001785714,4.728571428571429,-6.24409159,106.78387253,Kebayoran Lama,3,2024-01-01,2024-03-31,94295792.94318223,91,3063717.984175824,0.7692307692307693,3,84480853.99623589,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,1
4732,Breakfast and Egg Dishes,7599993.598999999,8,949999.1998749999,749999.399875,1.125,-6.24409159,106.78387253,Kebayoran Lama,1,2024-01-25,2024-03-26,2570486.7239284446,62,122580.54191935483,0.12903225806451613,7,204982125.5715014,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,2
4732,Cakes and Desserts,10906660585.98,961,11349282.6076795,533453.5780489073,7.046826222684704,-6.24409159,106.78387253,Kebayoran Lama,3,2024-01-01,2024-03-31,3688874980.41368,91,119853413.03274725,10.56043956043956,7,17503392.579819266,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,3
4732,Coffee,778490517.9725,443,1757314.9389898418,189060.04216139953,3.1873589164785554,-6.24409159,106.78387253,Kebayoran Lama,2,2024-01-01,2024-03-31,263302792.96758777,91,8554840.856840659,4.868131868131868,7,960747993.6138783,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,5
4732,Non-Food Items/ Event,46551663.445,64,727369.741328125,354162.438671875,1.78125,-6.24409159,106.78387253,Kebayoran Lama,1,2024-01-01,2024-03-31,15744807.05850889,91,511556.74115384615,0.7032967032967034,13,223637050.77395713,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,10
4732,Set Meals and Combos,116011912.99050002,11,10546537.54459091,1361092.8905909092,2.727272727272727,-6.24409159,106.78387253,Kebayoran Lama,3,2024-02-28,2024-03-31,39237807.015898004,33,3515512.514863637,0.3333333333333333,10,4415282648.711084,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,12
4732,Snacks and Appetizers,107200297.52,190,564212.0922105263,119588.77197368421,2.3157894736842106,-6.24409159,106.78387253,Kebayoran Lama,3,2024-01-01,2024-03-31,36257522.850097775,91,1178025.2474725274,2.087912087912088,8,10415042.817755895,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,13
4732,Tea and Beverages,5902041615.2425,968,6097150.428969525,277818.8897546488,4.797520661157025,-6.24409159,106.78387253,Kebayoran Lama,3,2024-01-01,2024-03-31,1996201630.7553525,91,64857600.167500004,10.637362637362637,16,3605552150.5352836,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,15
4733,Alcoholic Beverages,4183907.91,42,99616.85500000001,79836.66500000001,1.1666666666666667,-6.29162728,106.79962148,Cilandak,1,2024-01-03,2024-03-10,1415090.6308933333,68,61528.0575,0.6176470588235294,3,523475470.98206204,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,0
4733,Bakery and Pastries,3801579363.8375,1176,3232635.513467262,261053.2059672619,3.9404761904761907,-6.29162728,106.79962148,Cilandak,3,2024-01-01,2024-03-31,1285778620.391261,91,41775597.404807694,12.923076923076923,1,1050408266.516,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,1
4733,Breakfast and Egg Dishes,95200025.18949999,49,1942857.6569285712,1028571.5997857143,1.4285714285714286,-6.29162728,106.79962148,Cilandak,3,2024-02-08,2024-03-31,32198764.07520422,53,1796226.8903679242,0.9245283018867925,2,669265816.8220834,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,2
4733,Cakes and Desserts,50862050633.7125,7700,6605461.121261364,461636.6515318182,5.733636363636363,-6.29162728,106.79962148,Cilandak,1,2024-01-01,2024-03-31,17202675792.11343,91,558923633.3375,84.61538461538461,0,0.0,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,3
4733,Coffee,5820451027.5975,2590,2247278.3890337837,207684.9794527027,2.77027027027027,-6.29162728,106.79962148,Cilandak,1,2024-01-01,2024-03-31,1968605880.8896434,91,63961000.30326923,28.46153846153846,2,59230321.11111111,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,5
4733,Japanese Food,130291.98,7,18613.14,9306.57,2.0,-6.29162728,106.79962148,Cilandak,1,2024-01-08,2024-01-08,44067.643013333334,1,130291.98,7.0,1,1966111632.045386,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,9
4733,Non-Food Items/ Event,644958131.1425,847,761461.7841115703,331564.8375,1.7272727272727273,-6.29162728,106.79962148,Cilandak,3,2024-01-01,2024-03-31,218139172.3553078,91,7087451.990576924,9.307692307692308,4,509477881.68289447,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,10
4733,Seafood,10598002.799999999,14,757000.2,757000.2,1.0,-6.29162728,106.79962148,Cilandak,1,2024-01-22,2024-03-10,3584480.058133333,49,216285.7714285714,0.2857142857142857,1,837791033.3529282,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,11
4733,Set Meals and Combos,2895762108.8865,231,12535766.705136362,1431732.3117727274,2.515151515151515,-6.29162728,106.79962148,Cilandak,3,2024-01-21,2024-03-31,979411095.4945006,71,40785381.81530281,3.2535211267605635,2,4132825027.2212315,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,12
4733,Snacks and Appetizers,232438681.44,1344,172945.4475,65144.12294270833,1.6979166666666667,-6.29162728,106.79962148,Cilandak,1,2024-01-01,2024-03-31,78615927.36704001,91,2554271.2246153844,14.76923076923077,3,22771379.871845838,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,13
4733,Tea and Beverages,41459267043.67,6979,5940574.157281845,301408.3970937814,5.020060180541625,-6.29162728,106.79962148,Cilandak,2,2024-01-01,2024-03-31,14022445431.21461,91,455596341.1392307,76.6923076923077,4,4544414375.215561,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,15
4740,Alcoholic Beverages,150499.14,2,75249.57,75249.57,1.0,-6.22369935,106.84213761,Tebet,3,2024-03-29,2024-03-29,50902.15357333334,1,150499.14,2.0,15,727778636.204621,2891856590.3908925,48860803.11988889,250,8.348,8,0
4740,Bakery and Pastries,2389285220.2850003,210,11377548.668023812,435368.311,5.352380952380952,-6.22369935,106.84213761,Tebet,2,2024-01-01,2024-03-31,808109356.7275046,91,26255881.54159341,2.3076923076923075,6,1491926854.5292482,2891856590.3908925,48860803.11988889,250,8.348,8,1
4740,Breakfast and Egg Dishes,1199999.999,2,599999.9995,599999.9995,1.0,-6.22369935,106.84213761,Tebet,3,2024-03-23,2024-03-23,405866.6663284445,1,1199999.999,2.0,11,214612840.62379044,2891856590.3908925,48860803.11988889,250,8.348,8,2
4740,Cakes and Desserts,56339887241.075,2390,23573174.577855647,715496.9826778242,9.013389121338912,-6.22369935,106.84213761,Tebet,2,2024-01-01,2024-03-31,19055401862.42581,91,619119640.0118132,26.263736263736263,9,453212018.23729074,2891856590.3908925,48860803.11988889,250,8.348,8,3
4740,Coffee,2015358700.6699998,1110,1815638.4690720718,157386.04115315317,2.5873873873873876,-6.22369935,106.84213761,Tebet,3,2024-01-01,2024-03-31,681639098.3154978,91,22146798.908461537,12.197802197802197,11,248126119.0993191,2891856590.3908925,48860803.11988889,250,8.348,8,5
4740,Japanese Food,43000.43,2,21500.215,21500.215,1.0,-6.22369935,106.84213761,Tebet,2,2024-02-01,2024-02-01,14543.70099111111,1,43000.43,2.0,13,19287108741.924103,2891856590.3908925,48860803.11988889,250,8.348,8,9
4740,Non-Food Items/ Event,85131530.52,126,675647.0676190476,289477.29317460314,1.5714285714285714,-6.22369935,106.84213761,Tebet,2,2024-01-01,2024-03-28,28793375.433653332,88,967403.7559090909,1.4318181818181819,17,1988509389.3976994,2891856590.3908925,48860803.11988889,250,8.348,8,10
4740,Seafood,1514000.4,2,757000.2,757000.2,1.0,-6.22369935,106.84213761,Tebet,1,2024-01-21,2024-01-21,512068.5797333333,1,1514000.4,2.0,9,357550184.3306405,2891856590.3908925,48860803.11988889,250,8.348,8,11
4740,Set Meals and Combos,2196319998.983,40,54907999.974575,2287999.968375,3.65,-6.22369935,106.84213761,Tebet,3,2024-01-11,2024-03-31,742844230.7671391,81,27115061.715839505,0.49382716049382713,11,1536938416.547211,2891856590.3908925,48860803.11988889,250,8.348,8,12
4740,Snacks and Appetizers,683155592.8000001,506,1350109.867193676,163959.19079051385,2.9130434782608696,-6.22369935,106.84213761,Tebet,1,2024-01-01,2024-03-31,231058402.7203556,91,7507204.316483517,5.56043956043956,9,59608959.78190258,2891856590.3908925,48860803.11988889,250,8.348,8,13
4740,Tea and Beverages,18144184261.105,2582,7027182.130559644,248956.52815840434,4.156467854376452,-6.22369935,106.84213761,Tebet,2,2024-01-01,2024-03-31,6136766321.200402,91,199386640.23192307,28.373626373626372,18,13872723206.110611,2891856590.3908925,48860803.11988889,250,8.348,8,15
4887,Alcoholic Beverages,91729763.874,616,148911.95434090908,61628.14597159091,1.5909090909090908,-6.249482,106.799418,Kebayoran Baru,3,2024-01-01,2024-03-31,31025044.581384,91,1008019.3832307692,6.769230769230769,10,2078112507.2576904,6988304894.122244,173600655.97777778,487,9.043121149897331,2,0
4887,Bakery and Pastries,3687721600.6211,9856,374160.0649980824,102818.53469176136,2.4019886363636362,-6.249482,106.799418,Kebayoran Baru,1,2024-01-01,2024-03-31,1247269394.6989586,91,40524413.19363846,108.3076923076923,5,2862575538.607461,6988304894.122244,173600655.97777778,487,9.043121149897331,2,1
4887,Breakfast and Egg Dishes,5381359510.7097,2597,2072144.5940353097,220862.03003207545,1.8086253369272238,-6.249482,106.799418,Kebayoran Baru,2,2024-01-01,2024-03-31,1820095372.2889252,91,59135818.79900769,28.53846153846154,5,213444789.82909718,6988304894.122244,173600655.97777778,487,9.043121149897331,2,2
4887,Cakes and Desserts,622974248.19,1449,429933.9186956522,144254.04980144926,1.5845410628019323,-6.249482,106.799418,Kebayoran Baru,3,2024-01-01,2024-03-31,210703734.61004004,91,6845870.85923077,15.923076923076923,8,2435326591.704444,6988304894.122244,173600655.97777778,487,9.043121149897331,2,3
4887,Chinese Food,9430591.1,112,84201.70625,76223.26875,1.0625,-6.249482,106.799418,Kebayoran Baru,2,2024-02-10,2024-03-02,3189635.478711111,22,428663.2318181818,5.090909090909091,2,195230063493.6837,6988304894.122244,173600655.97777778,487,9.043121149897331,2,4
4887,Coffee,3320172121.8855,7567,438769.9381373728,128185.20945217392,2.2913968547641073,-6.249482,106.799418,Kebayoran Baru,1,2024-01-01,2024-03-31,1122955993.2243848,91,36485407.93280769,83.15384615384616,11,29143149761.841164,6988304894.122244,173600655.97777778,487,9.043121149897331,2,5
4887,Comfort Food,747674586.897,2870,260513.79334390242,119431.99137439024,1.7439024390243902,-6.249482,106.799418,Kebayoran Baru,1,2024-01-01,2024-03-31,252880160.27938533,91,8216204.251615384,31.53846153846154,11,1301126553.5024543,6988304894.122244,173600655.97777778,487,9.043121149897331,2,6
4887,Fried Food,4914717.5,56,87762.8125,71805.9375,1.125,-6.249482,106.799418,Kebayoran Baru,1,2024-01-11,2024-02-04,1662266.6744444445,25,196588.7,2.24,6,102978586.91032185,6988304894.122244,173600655.97777778,487,9.043121149897331,2,7
4887,Indonesian Traditional Food,70708727.6,203,348318.85517241375,234175.42758620688,1.2758620689655173,-6.249482,106.799418,Kebayoran Baru,1,2024-01-01,2024-03-31,23915262.979377776,91,777018.9846153846,2.230769230769231,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,8
4887,Japanese Food,685852860.7007,1246,550443.7084275282,161076.8734224719,2.8707865168539324,-6.249482,106.799418,Kebayoran Baru,1,2024-01-01,2024-03-31,231970678.663659,91,7536844.623084616,13.692307692307692,9,368481031.35017,6988304894.122244,173600655.97777778,487,9.043121149897331,2,9
4887,Non-Food Items/ Event,7821523064.6,924,8464851.801515153,496863.6537878788,2.484848484848485,-6.249482,106.799418,Kebayoran Baru,1,2024-01-01,2024-03-31,2645412912.0713778,91,85950802.90769231,10.153846153846153,13,1267111097.7386866,6988304894.122244,173600655.97777778,487,9.043121149897331,2,10
4887,Seafood,57948587.9378,224,258699.05329374998,175888.55008437502,1.28125,-6.249482,106.799418,Kebayoran Baru,3,2024-01-01,2024-03-31,19599500.18696258,91,636797.6696461538,2.4615384615384617,8,18696746933.04447,6988304894.122244,173600655.97777778,487,9.043121149897331,2,11
4887,Set Meals and Combos,4264837.5,42,101543.75,101543.75,1.0,-6.249482,106.799418,Kebayoran Baru,2,2024-02-06,2024-02-20,1442462.8166666667,15,284322.5,2.8,11,523212518.58836293,6988304894.122244,173600655.97777778,487,9.043121149897331,2,12
4887,Snacks and Appetizers,3572730.0,77,46399.09090909091,42399.09090909091,1.0909090909090908,-6.249482,106.799418,Kebayoran Baru,3,2024-01-01,2024-03-30,1208376.68,90,39697.0,0.8555555555555555,9,8609217904.8033,6988304894.122244,173600655.97777778,487,9.043121149897331,2,13
4887,Steaks and BBQ,152317202.1,455,334763.0815384615,172124.0953846154,1.3692307692307693,-6.249482,106.799418,Kebayoran Baru,1,2024-01-01,2024-03-29,51517062.57693333,89,1711429.2370786516,5.112359550561798,11,7866116734.320413,6988304894.122244,173600655.97777778,487,9.043121149897331,2,14
4887,Tea and Beverages,14991249708.6296,15505,966865.5084572461,120087.68793336343,2.070428893905192,-6.249482,106.799418,Kebayoran Baru,1,2024-01-01,2024-03-31,5070373790.340945,91,164739007.78713846,170.3846153846154,16,23210141631.05035,6988304894.122244,173600655.97777778,487,9.043121149897331,2,15
4887,Thai Food,4166674.6352,98,42517.08811428571,33499.97262857143,1.2142857142857142,-6.249482,106.799418,Kebayoran Baru,2,2024-01-11,2024-03-26,1409261.9543943112,76,54824.66625263158,1.2894736842105263,6,39886930552.58544,6988304894.122244,173600655.97777778,487,9.043121149897331,2,16
4888,Alcoholic Beverages,83276289.3081,686,121394.0077377551,69658.7771255102,1.346938775510204,-6.241037,106.810624,Kebayoran Baru,3,2024-01-02,2024-03-31,28165891.628206268,90,925292.1034233334,7.622222222222222,6,2242739065.834388,6988304894.122244,173600655.97777778,487,9.043121149897331,2,0
4888,Bakery and Pastries,5187118188.9695,9961,520742.71548735065,121388.23672846101,2.631061138439916,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-31,1754398640.802573,91,57001298.779884614,109.46153846153847,4,189059344.0693269,6988304894.122244,173600655.97777778,487,9.043121149897331,2,1
4888,Breakfast and Egg Dishes,932489604.6256,2527,369010.52814626036,156161.79020138504,1.5983379501385042,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-31,315388706.27559185,91,10247138.51236923,27.76923076923077,5,1308508126.5761714,6988304894.122244,173600655.97777778,487,9.043121149897331,2,2
4888,Cakes and Desserts,136896869.7138,742,184497.12899433964,113866.93607735849,1.2924528301886793,-6.241037,106.810624,Kebayoran Baru,3,2024-01-01,2024-03-31,46301563.48986747,91,1504361.205646154,8.153846153846153,4,923948590.6889629,6988304894.122244,173600655.97777778,487,9.043121149897331,2,3
4888,Chinese Food,8918482.125,98,91004.91964285714,81886.70535714286,1.0714285714285714,-6.241037,106.810624,Kebayoran Baru,2,2024-02-05,2024-03-04,3016428.8431666666,29,307533.8663793103,3.3793103448275863,2,1502312190.6413178,6988304894.122244,173600655.97777778,487,9.043121149897331,2,4
4888,Coffee,2596315911.7707,6510,398819.64850548387,123234.33339817204,2.1688172043010754,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-31,878131737.2700012,91,28530944.085392307,71.53846153846153,7,4648538120.380853,6988304894.122244,173600655.97777778,487,9.043121149897331,2,5
4888,Comfort Food,1211669227.1628,3577,338738.9508422701,136577.8086324853,1.7632093933463797,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-31,409813458.6092848,91,13315046.452338463,39.30769230769231,6,909923207.1879743,6988304894.122244,173600655.97777778,487,9.043121149897331,2,6
4888,Indonesian Traditional Food,29872881.8185,98,304825.3246785714,225248.1818214286,1.2142857142857142,-6.241037,106.810624,Kebayoran Baru,2,2024-01-30,2024-03-29,10103672.472834889,60,497881.36364166666,1.6333333333333333,3,42351288.12296296,6988304894.122244,173600655.97777778,487,9.043121149897331,2,8
4888,Japanese Food,231004928.4837,840,275005.8672425,106786.46894166667,2.5166666666666666,-6.241037,106.810624,Kebayoran Baru,3,2024-01-01,2024-03-31,78131000.25604254,91,2538515.697623077,9.23076923076923,3,176706212.06145185,6988304894.122244,173600655.97777778,487,9.043121149897331,2,9
4888,Non-Food Items/ Event,2035904311.5110002,700,2908434.7307300004,311200.44273,1.66,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-31,688588080.4710538,91,22372574.85176923,7.6923076923076925,7,299471685.96042114,6988304894.122244,173600655.97777778,487,9.043121149897331,2,10
4888,Seafood,75952077.6,357,212750.9176470588,142006.28431372548,1.1764705882352942,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-30,25688680.468266666,90,843911.9733333333,3.966666666666667,5,93562779.08975315,6988304894.122244,173600655.97777778,487,9.043121149897331,2,11
4888,Set Meals and Combos,533088132.5,56,9519430.9375,307178.4375,7.25,-6.241037,106.810624,Kebayoran Baru,2,2024-01-30,2024-02-27,180302252.81444445,29,18382349.396551725,1.9310344827586208,6,5028515171.284947,6988304894.122244,173600655.97777778,487,9.043121149897331,2,12
4888,Snacks and Appetizers,43878675.4,133,329914.8526315789,95753.01052631579,1.5263157894736843,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-02-17,14840743.101955555,48,914139.0708333333,2.7708333333333335,6,157765893.9451551,6988304894.122244,173600655.97777778,487,9.043121149897331,2,13
4888,Steaks and BBQ,282836963.05480003,658,429843.4088978724,192922.48336595745,1.4787234042553192,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-31,95661746.17097904,91,3108098.4951076927,7.230769230769231,5,320030074.7170313,6988304894.122244,173600655.97777778,487,9.043121149897331,2,14
4888,Tea and Beverages,7623484014.2797,14133,539410.1757786528,101427.98509405646,1.9331352154531947,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-31,2578431704.3852677,91,83774549.60746923,155.30769230769232,8,3832279173.2604856,6988304894.122244,173600655.97777778,487,9.043121149897331,2,15
4888,Thai Food,30167103.05,259,116475.30135135136,72709.02297297298,1.4054054054054055,-6.241037,106.810624,Kebayoran Baru,1,2024-01-01,2024-03-22,10203184.631577779,82,367891.5006097561,3.158536585365854,5,710171640.0583116,6988304894.122244,173600655.97777778,487,9.043121149897331,2,16
4972,Alcoholic Beverages,127309276.6,220,578678.53,99347.63181818182,3.827272727272727,-6.22552157,106.82650377,Setia Budi,2,2024-01-01,2024-03-01,43058826.44115555,61,2087037.3213114752,3.6065573770491803,16,307140582.91786504,1564378617.563536,50088681.777777776,287,14.264808362369338,7,0
4972,Breakfast and Egg Dishes,4554310.0,38,119850.26315789473,48801.31578947369,1.736842105263158,-6.22552157,106.82650377,Setia Budi,1,2024-01-01,2024-02-03,1540368.848888889,34,133950.29411764705,1.1176470588235294,14,69477880.42408197,1564378617.563536,50088681.777777776,287,14.264808362369338,7,2
4972,Coffee,24504594.0,82,298836.51219512196,81402.36585365854,2.4390243902439024,-6.22552157,106.82650377,Setia Budi,2,2024-01-03,2024-03-01,8287998.237333333,59,415332.10169491527,1.3898305084745763,11,6655205345.578974,1564378617.563536,50088681.777777776,287,14.264808362369338,7,5
4972,Comfort Food,348923742.2,446,782340.2291479821,194985.9520179372,2.9820627802690582,-6.22552157,106.82650377,Setia Budi,1,2024-01-01,2024-02-29,118013763.47297777,60,5815395.703333333,7.433333333333334,17,458666566.908054,1564378617.563536,50088681.777777776,287,14.264808362369338,7,6
4972,Non-Food Items/ Event,74882502.8,466,160692.0660944206,34030.44935622318,3.107296137339056,-6.22552157,106.82650377,Setia Budi,1,2024-01-01,2024-02-29,25326926.502577778,60,1248041.7133333334,7.766666666666667,21,643360656.6119894,1564378617.563536,50088681.777777776,287,14.264808362369338,7,10
4972,Steaks and BBQ,607344646.0,516,1177024.507751938,220096.67364341085,3.2248062015503876,-6.22552157,106.82650377,Setia Budi,2,2024-01-01,2024-02-29,205417455.82488889,60,10122410.766666668,8.6,17,856355581.9413126,1564378617.563536,50088681.777777776,287,14.264808362369338,7,14
4972,Tea and Beverages,3005738294.2,2200,1366244.6791818182,177675.41636363635,3.749090909090909,-6.22552157,106.82650377,Setia Budi,1,2024-01-01,2024-03-01,1016607485.2827555,61,49274398.26557377,36.0655737704918,24,3431963356.298996,1564378617.563536,50088681.777777776,287,14.264808362369338,7,15
4972,Thai Food,73789405.2,168,439222.65,158546.7535714286,1.8928571428571428,-6.22552157,106.82650377,Setia Budi,1,2024-01-01,2024-02-29,24957216.603200004,60,1229823.4200000002,2.8,16,555358299.1929519,1564378617.563536,50088681.777777776,287,14.264808362369338,7,16
4985,Breakfast and Egg Dishes,284392000.0,182,1562593.4065934066,92483.51648351649,11.417582417582418,-6.2112016,106.82104186,Setia Budi,1,2024-01-01,2024-03-31,96187694.22222222,91,3125186.813186813,2.0,5,72083787.0654048,1564378617.563536,50088681.777777776,287,14.264808362369338,7,2
4985,Seafood,1172293500.0,956,1226248.430962343,135251.04602510462,4.031380753138075,-6.2112016,106.82104186,Setia Budi,3,2024-01-01,2024-03-31,396495712.6666667,91,12882346.153846154,10.505494505494505,3,117389409.48200573,1564378617.563536,50088681.777777776,287,14.264808362369338,7,11
4985,Snacks and Appetizers,4316674000.0,182,23717989.01098901,855230.7692307692,21.373626373626372,-6.2112016,106.82104186,Setia Budi,1,2024-01-01,2024-03-31,1459995072.8888888,91,47435978.02197802,2.0,5,12767266.803655291,1564378617.563536,50088681.777777776,287,14.264808362369338,7,13
4985,Tea and Beverages,366710000.0,612,599199.3464052287,109460.7843137255,3.0555555555555554,-6.2112016,106.82104186,Setia Budi,1,2024-01-01,2024-03-31,124029471.11111112,91,4029780.2197802197,6.725274725274725,9,5133827452.917734,1564378617.563536,50088681.777777776,287,14.264808362369338,7,15
4987,Breakfast and Egg Dishes,13035000.0,92,141684.78260869565,31206.521739130436,2.8369565217391304,-6.26616183,106.78357917,Kebayoran Lama,1,2024-01-01,2024-03-31,4408726.666666667,91,143241.75824175825,1.010989010989011,11,126249639.9623182,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,2
4987,Seafood,6980000.0,118,59152.542372881355,32915.254237288136,1.4067796610169492,-6.26616183,106.78357917,Kebayoran Lama,1,2024-01-01,2024-03-31,2360791.111111111,91,76703.2967032967,1.2967032967032968,11,283577434.3084516,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,11
4987,Snacks and Appetizers,11000.0,1,11000.0,11000.0,1.0,-6.26616183,106.78357917,Kebayoran Lama,2,2024-02-07,2024-02-07,3720.4444444444443,1,11000.0,1.0,11,20540497.833350774,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,13
4987,Tea and Beverages,300310000.0,181,1659171.270718232,191093.9226519337,5.972375690607735,-6.26616183,106.78357917,Kebayoran Lama,3,2024-01-03,2024-03-31,101571515.55555555,89,3374269.662921348,2.033707865168539,14,4941711245.919059,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,15
5093,Alcoholic Beverages,3825500.0,35,109300.0,67100.0,1.4,-6.2648233,106.8086157,Kebayoran Baru,3,2024-03-14,2024-03-30,1293869.1111111112,17,225029.41176470587,2.0588235294117645,12,258079135.00916478,6988304894.122244,173600655.97777778,487,9.043121149897331,2,0
5093,Comfort Food,3465000.0,70,49500.0,41100.0,1.1,-6.2648233,106.8086157,Kebayoran Baru,3,2024-03-09,2024-03-31,1171940.0,23,150652.1739130435,3.0434782608695654,10,403537004.8925508,6988304894.122244,173600655.97777778,487,9.043121149897331,2,6
5093,Japanese Food,1379000.0,42,32833.333333333336,32833.333333333336,1.0,-6.2648233,106.8086157,Kebayoran Baru,3,2024-03-12,2024-03-30,466408.44444444444,19,72578.94736842105,2.210526315789474,9,8774907197.089241,6988304894.122244,173600655.97777778,487,9.043121149897331,2,9
5093,Non-Food Items/ Event,1162000.0,28,41500.0,41500.0,1.0,-6.2648233,106.8086157,Kebayoran Baru,3,2024-03-16,2024-03-31,393014.22222222225,16,72625.0,1.75,12,1661546780.6228344,6988304894.122244,173600655.97777778,487,9.043121149897331,2,10
5093,Seafood,273000.0,7,39000.0,39000.0,1.0,-6.2648233,106.8086157,Kebayoran Baru,3,2024-03-31,2024-03-31,92334.66666666667,1,273000.0,7.0,11,6859346224.471964,6988304894.122244,173600655.97777778,487,9.043121149897331,2,11
5093,Steaks and BBQ,294000.0,7,42000.0,42000.0,1.0,-6.2648233,106.8086157,Kebayoran Baru,3,2024-03-17,2024-03-17,99437.33333333334,1,294000.0,7.0,10,2812531911.6364384,6988304894.122244,173600655.97777778,487,9.043121149897331,2,14
5093,Tea and Beverages,3391500.0,42,80750.0,51750.0,1.3333333333333333,-6.2648233,106.8086157,Kebayoran Baru,3,2024-03-12,2024-03-27,1147080.6666666667,16,211968.75,2.625,14,2842465977.6381273,6988304894.122244,173600655.97777778,487,9.043121149897331,2,15
5093,Thai Food,1778000.0,28,63500.0,48500.0,1.25,-6.2648233,106.8086157,Kebayoran Baru,3,2024-03-17,2024-03-26,601359.1111111111,10,177800.0,2.8,10,2772712140.712186,6988304894.122244,173600655.97777778,487,9.043121149897331,2,16
5110,Alcoholic Beverages,2999964.0,56,53570.78571428572,21214.05,1.7142857142857142,-6.22546758,106.85241985,Tebet,2,2024-01-03,2024-03-31,1014654.4906666667,89,33707.4606741573,0.6292134831460674,6,104435124.23581971,2891856590.3908925,48860803.11988889,250,8.348,8,0
5110,Coffee,4861973.6,86,56534.576744186044,18511.43953488372,1.5116279069767442,-6.22546758,106.85241985,Tebet,3,2024-01-03,2024-03-31,1644427.5153777776,89,54628.91685393258,0.9662921348314607,2,759115504.591267,2891856590.3908925,48860803.11988889,250,8.348,8,5
5110,Comfort Food,2184928964.2,584,3741316.7195205474,255805.39965753426,4.366438356164384,-6.22546758,106.85241985,Tebet,3,2024-01-02,2024-03-31,738991529.6694221,90,24276988.491111107,6.488888888888889,5,632319999.8608599,2891856590.3908925,48860803.11988889,250,8.348,8,6
